# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		123048		2731		2055
1		123114		5462		2036
2		123175		8193		2071
3		123025		10924		2048
4		123073		13655		1987
5		122709		16386		2043
6		122626		19117		2032
7		122263		21848		2047
8		122848		24579		2029
9		122339		27310		2028
10		121483		30041		2031
11		116960		32772		2060
12		104603		35503		2075
13		93111		38231		2016
14		84895		40960		2016
15		77266		43686		2039
16		71259		46407		2018
17		66302		49129		2003
18		64562		51846		2050
19		62622		54568		2068
20		60232		57286		2061
21		57850		60002		2034
22		55805		62709		2029
23		53030		65413		2045
24		52119		68117		2072
25		50476		70819		2051
26		50155		73510		2044
27		48598		76201		2047
28		48056		78878		2049
29		47855		81564		2063
30		47305		84249		2066
31		47092		86925		2048
32		47209		89612		2066
33		46855		92298		2068
34		46343		94990		2045
35		46224		97669		2038
36		46205		100350		2050
37		46081		103012		2034
38		46326		105683		2046
39		45914		108362		2026
40		45531		111022		2062
41		46409		113703		2044
42		46893		116383		2057
43		46679		119063		2060
44		46666		121745		2064
45		46158		124417		2078
46		45697		127081		2054
47		45949		129755		2052
48		45988		132429		2059
49		45628		135100		2053
50		45355		137774		2056
51		45360		140454		2049
52		45168		143122		2066
53		44855		145790		2063
54		45104		148464		2061
55		45716		151137		2064
56		45827		153805		2057
57		45501		156476		2057
58		45382		159154		2054
59		45255		161828		2074
60		45887		164490		2071
61		45576		167159		2078
62		45536		169823		2056
63		45579		172477		2043
64		45522		175155		2048
65		45320		177815		2057
66		45199		180470		2062
67		45194		183128		2059
68		45017		185799		2070
69		45543		188473		2065
70		45177		191156		2057
71		44956		193828		2069
72		44611		196487		2064
73		44340		199158		2056
74		44287		201823		2050
75		43915		204477		2049
76		44409		207152		2061
77		44093		209813		2056
78		44312		212480		2041
79		44266		215136		2029
80		44143		217791		2032
81		43730		220471		2047
82		44010		223137		2031
83		44059		225795		2033
84		43429		228458		2038
85		43904		231116		2025
86		43713		233768		2032
87		43737		236435		2039
88		43182		239104		2044
89		43301		241772		2032
90		43000		244430		2046
91		43273		247093		2049
92		42990		249757		2040
93		43031		252430		2035
94		43045		255090		2035
95		42997		257756		2049
96		43183		260408		2034
97		42995		263058		2056
98		43126		265718		2051
99		43148		268380		2050
100		43495		271033		2060
101		43543		273693		2064
102		43446		276347		2057
103		43233		279001		2063
104		43163		281653		2063
105		43281		284307		2062
106		43307		286959		2040
107		43307		289616		2046
108		43217		292272		2061
109		43014		294938		2063
110		42815		297602		2057
111		42699		300254		2062
112		42625		302898		2057
113		42697		305559		2055
114		42462		308220		2055
115		42433		310871		2050
116		42742		313523		2054
117		43004		316162		2050
118		42871		318820		2046
119		43077		321472		2035
120		43025		324112		2042
121		42997		326764		2043
122		43008		329418		2036
123		42780		332081		2049
124		42591		334749		2046
125		42752		337393		2048
126		42391		340040		2055
127		42297		342687		2050
128		42365		345343		2047
129		42304		347965		2044
130		42418		350610		2039
131		42410		353261		2039
132		42281		355911		2035
133		42310		358567		2037
